"printing_id","short_id","canonical_id","set_code","collector_number","card_type","name_en","version_en","rules_text_en","flavor_text_en_reference","i18n_file_to_update","spanish_status"
"set8-p2-034-promo","hxc","ci_OeD","set8-p2","34","character","Archimedes","Resourceful Owl","YOU DON'T NEED THAT When you play this character, you may banish chosen item.
NOW, THAT'S NOT BAD During your turn, whenever an item is banished, you may draw a card, then choose and discard a card.","","src/cards/008/characters/p2-034-archimedes-resourceful-owl-promo.i18n.ts","translated"
"set8-p2-035-promo","92V","ci_hyd","set8-p2","35","character","Minnie Mouse","Daring Defender","Bodyguard
TRUE VALOR This character gets +1 {S} for each 1 damage on her.","","src/cards/008/characters/p2-035-minnie-mouse-daring-defender-promo.i18n.ts","translated"
"set9-000","gZa","ci_gZa","set9","0","character","Bruno Madrigal","Undetected Uncle","Evasive
YOU JUST HAVE TO SEE IT {E} — Name a card, then reveal the top card of your deck. If it's the named card, put it into your hand and gain 3 lore. Otherwise, put it on the top of your deck.","","src/cards/009/characters/000-bruno-madrigal-undetected-uncle.i18n.ts","translated"
"set9-001","5Q6","ci_nPF","set9","1","character","The Queen","Conceited Ruler","Support
ROYAL SUMMONS At the start of your turn, you may choose and discard a Princess or Queen character card to return a character card from your discard to your hand.","","src/cards/009/characters/001-the-queen-conceited-ruler.i18n.ts","translated"
"set9-002","cI1","ci_4Yx","set9","2","character","Pongo","Determined Father","TWILIGHT BARK Once during your turn, you may pay 2 {I} to reveal the top card of your deck. If it's a character card, put it into your hand. Otherwise, put it on the bottom of your deck.","We’ll find our way. I know we will!","src/cards/009/characters/002-pongo-determined-father.i18n.ts","translated"
"set9-003","x45","ci_x45","set9","3","character","Stitch","Rock Star","Shift 4 {I}
ADORING FANS Whenever you play a character with cost 2 or less, you may exert them to draw a card.","The best part about a beachside concert is that there’s always room for one more.","src/cards/009/characters/003-stitch-rock-star.i18n.ts","translated"
"set9-004","anA","ci_TjB","set9","4","character","Beast","Gracious Prince","FULL DANCE CARD Your Princess characters get +1 {S} and +1 {W}.","His heart warmed as the music began and the dancers took their places.","src/cards/009/characters/004-beast-gracious-prince.i18n.ts","translated"
"set9-005","GO3","ci_f4y","set9","5","character","Minnie Mouse","Sweetheart Princess","ROYAL FAVOR Your characters named Mickey Mouse gain Support. (Whenever they quest, you may add their {S} to another chosen character's {S} this turn.)
BYE BYE, NOW Whenever this character quests, you may banish chosen exerted character with 5 {S} or more.","","src/cards/009/characters/005-minnie-mouse-sweetheart-princess.i18n.ts","translated"
"set9-006","udr","ci_qjl","set9","6","character","Aurora","Holding Court","ROYAL WELCOME Whenever this character quests, you pay 1 {I} less for the next Princess or Queen character you play this turn.","The other princesses were especially happy to attend her long-awaited celebration.","src/cards/009/characters/006-aurora-holding-court.i18n.ts","translated"
"set9-007","5vj","ci_RBq","set9","7","character","The Queen","Regal Monarch","undefined","Don’t question her. Don’t doubt her. And above all, don’t disobey her.","src/cards/009/characters/007-the-queen-regal-monarch.i18n.ts","translated"
"set9-008","qnF","ci_Zyl","set9","8","character","Rapunzel","Sunshine","MAGIC HAIR {E} — Remove up to 2 damage from chosen character.","We can all make the world a little brighter in our own way.","src/cards/009/characters/008-rapunzel-sunshine.i18n.ts","translated"
"set9-009","1nk","ci_xxV","set9","9","character","Stitch","Alien Dancer","undefined","Moving to the music, he begins to understand the true meaning of ohana and how he fits into the family he has found.","src/cards/009/characters/009-stitch-alien-dancer.i18n.ts","translated"
"set9-010","6Jp","ci_Dqt","set9","10","character","Mulan","Free Spirit","Support","Everything looks better when you’re free to be yourself.","src/cards/009/characters/010-mulan-free-spirit.i18n.ts","translated"
"set9-011","KBF","ci_rUa","set9","11","character","Daisy Duck","Musketeer Spy","INFILTRATION When you play this character, each opponent chooses and discards a card.","She has a talent for thwarting hidden schemes.","src/cards/009/characters/011-daisy-duck-musketeer-spy.i18n.ts","translated"
"set9-012","3en","ci_CV5","set9","12","character","Tinker Bell","Generous Fairy","MAKE A NEW FRIEND When you play this character, look at the top 4 cards of your deck. You may reveal a character card and put it into your hand. Put the rest on the bottom of your deck in any order.","Plenty of berries—and friendship—to go around.","src/cards/009/characters/012-tinker-bell-generous-fairy.i18n.ts","translated"
"set9-013","mvj","ci_mvj","set9","13","character","Mickey Mouse","True Friend","undefined","As long as he’s around, newcomers to the Great Illuminary will always get a warm welcome.","src/cards/009/characters/013-mickey-mouse-true-friend.i18n.ts","translated"
"set9-014","fop","ci_Iga","set9","14","character","Pluto","Determined Defender","Shift 5 {I}
Bodyguard
GUARD DOG At the start of your turn, remove up to 3 damage from this character.","","src/cards/009/characters/014-pluto-determined-defender.i18n.ts","translated"
"set9-015","PCk","ci_k8k","set9","15","character","Ariel","Singing Mermaid","Singer 7","Watch and you’ll see—some day I’ll be part of your world!","src/cards/009/characters/015-ariel-singing-mermaid.i18n.ts","translated"
"set9-016","JY6","ci_hkQ","set9","16","character","Pluto","Rescue Dog","TO THE RESCUE When you play this character, you may remove up to 3 damage from chosen character of yours.","When you need help, his is the first face you want to see.","src/cards/009/characters/016-pluto-rescue-dog.i18n.ts","translated"
"set9-017","Utg","ci_2at","set9","17","character","Nani","Protective Sister","Bodyguard","Let me handle this, Lilo.","src/cards/009/characters/017-nani-protective-sister.i18n.ts","translated"
"set9-018","1qg","ci_YPQ","set9","18","character","Julieta Madrigal","Excellent Cook","SIGNATURE RECIPE When you play this character, you may remove up to 2 damage from chosen character. If you removed damage this way, you may draw a card.","Eat this, mi amor.","src/cards/009/characters/018-julieta-madrigal-excellent-cook.i18n.ts","translated"
"set9-019","FmK","ci_Rrb","set9","19","character","Cinderella","Gentle and Kind","Singer 5
A WONDERFUL DREAM {E} — Remove up to 3 damage from chosen Princess character.","","src/cards/009/characters/019-cinderella-gentle-and-kind.i18n.ts","translated"
"set9-020","j35","ci_Pdi","set9","20","character","Moana","Of Motunui","WE CAN FIX IT Whenever this character quests, you may ready your other exerted Princess characters. If you do, they can't quest for the rest of this turn.","I am Moana of Motunui. You will board my boat, sail across the sea, and restore the heart of Te Fiti.","src/cards/009/characters/020-moana-of-motunui.i18n.ts","translated"
"set9-021","Nhg","ci_jIB","set9","21","character","Pluto","Friendly Pooch","GOOD DOG {E} — You pay 1 {I} less for the next character you play this turn.","He just can't wait for new friends to arrive!","src/cards/009/characters/021-pluto-friendly-pooch.i18n.ts","translated"
"set9-022","JP7","ci_hSt","set9","22","character","Ursula","Vanessa","Singer 4","This magic will certainly do the trick.","src/cards/009/characters/022-ursula-vanessa.i18n.ts","translated"
"set9-023","LI3","ci_0HZ","set9","23","character","Queen of Hearts","Wonderland Empress","ALL WAYS HERE ARE MY WAYS Whenever this character quests, your other Villain characters get +1 {L} this turn.","The more of the Inklands she claims, the more she wants.","src/cards/009/characters/023-queen-of-hearts-wonderland-empress.i18n.ts","translated"
"set9-024","YZo","ci_44h","set9","24","character","Stitch","Carefree Surfer","OHANA When you play this character, if you have 2 or more other characters in play, you may draw 2 cards.","So you’re from outer space, huh? I hear the surfing’s choice. —David","src/cards/009/characters/024-stitch-carefree-surfer.i18n.ts","translated"
"set9-025","bNZ","ci_ClP","set9","25","action","Look at This Family","","Sing Together 7 (Any number of your or your teammates' characters with total cost 7 or more may {E} to sing this song for free.)
Look at the top 5 cards of your deck. You may reveal up to 2 character cards and put them into your hand. Put the rest on the bottom of your deck in any order.","","src/cards/009/actions/025-look-at-this-family.i18n.ts","translated"
"set9-026","SRg","ci_gzm","set9","26","action","Circle of Life","","Sing Together 8 (Any number of your or your teammates' characters with total cost 8 or more may {E} to sing this song for free.) Play a character from your discard for free.","","src/cards/009/actions/026-circle-of-life.i18n.ts","translated"
"set9-027","2oM","ci_ol7","set9","27","action","Heal What Has Been Hurt","","Remove up to 3 damage from chosen character. Draw a card.","Let your power shine Make the clock reverse...","src/cards/009/actions/027-heal-what-has-been-hurt.i18n.ts","translated"
"set9-028","mN2","ci_HNA","set9","28","action","Lost in the Woods","","All opposing characters get -2 {S} until the start of your next turn.","I’m left behind, wondering if I should follow","src/cards/009/actions/028-lost-in-the-woods.i18n.ts","translated"
"set9-029","n0F","ci_RJP","set9","29","action","Bruno's Return","","Return a character card from your discard to your hand. You may remove up to 2 damage from chosen character.","I feel like I missed something important.","src/cards/009/actions/029-brunos-return.i18n.ts","translated"
"set9-030","l5v","ci_NsP","set9","30","action","World's Greatest Criminal Mind","","Banish chosen character with 5 {S} or more.","","src/cards/009/actions/030-worlds-greatest-criminal-mind.i18n.ts","translated"
"set9-031","MT4","ci_XYl","set9","31","action","Be Our Guest","","Look at the top 4 cards of your deck. You may reveal a character card and put it into your hand. Put the rest on the bottom of your deck in any order.","","src/cards/009/actions/031-be-our-guest.i18n.ts","translated"
"set9-032","RJc","ci_38Q","set9","32","item","Lantern","","BIRTHDAY LIGHTS {E} — You pay 1 {I} less for the next character you play this turn.","Lanterns fill the sky on one special night, beacons of hope and love.","src/cards/009/items/032-lantern.i18n.ts","translated"
"set9-033","U6u","ci_Ewu","set9","33","item","Ursula’s Shell Necklace","","\Now, Sing!\ Whenever you play a song, you may pay 1 {I} to draw a card.","Singing is a lovely pastime... if you’ve got the voice for it. —Ursula","src/cards/009/items/033-ursulas-shell-necklace.i18n.ts","translated"
"set9-034","256","ci_b67","set9","34","location","Atlantica","Concert Hall","UNDERWATER ACOUSTICS Characters count as having +2 cost to sing songs while here.","","src/cards/009/locations/034-atlantica-concert-hall.i18n.ts","translated"
"set9-035","Kdh","ci_yYu","set9","35","character","The Queen","Wicked and Vain","I SUMMON THEE {E} — Draw a card.","Sublime beauty matched with peerless cunning. Is there any question who is fairest?","src/cards/009/characters/035-the-queen-wicked-and-vain.i18n.ts","translated"
"set9-036","KeX","ci_s33","set9","36","character","Rafiki","Mystical Fighter","Challenger +3
ANCIENT SKILLS Whenever he challenges a Hyena character, this character takes no damage from the challenge.","Mind the stick!","src/cards/009/characters/036-rafiki-mystical-fighter.i18n.ts","translated"
"set9-037","XWQ","ci_1J4","set9","37","character","Ursula","Sea Witch","YOU'RE TOO LATE Whenever this character quests, chosen opposing character can't ready at the start of their next turn.","The secret contract has already been written.","src/cards/009/characters/037-ursula-sea-witch.i18n.ts","translated"
"set9-038","khp","ci_2bv","set9","38","character","Jafar","Keeper of Secrets","HIDDEN WONDERS This character gets +1 {S} for each card in your hand.","There's more than one way to bury secrets.","src/cards/009/characters/038-jafar-keeper-of-secrets.i18n.ts","translated"
"set9-039","NPa","ci_b5v","set9","39","character","Belle","Untrained Mystic","HERE NOW, DON'T DO THAT When you play this character, move up to 1 damage counter from chosen character to chosen opposing character.","No matter what she tried, Belle couldn’t completely heal Beast’s wound.","src/cards/009/characters/039-belle-untrained-mystic.i18n.ts","translated"
"set9-040","4lK","ci_4lK","set9","40","character","Belle","Accomplished Mystic","Shift 3 {I}
ENHANCED HEALING When you play this character, move up to 3 damage counters from chosen character to chosen opposing character.","The mixed ink had changed more than just the rose.","src/cards/009/characters/040-belle-accomplished-mystic.i18n.ts","translated"
"set9-041","oju","ci_ITi","set9","41","character","Winnie the Pooh","Hunny Wizard","undefined","He’d always felt a kinship with honey. They were both golden, and sweet, and likely to end up in sticky situations.","src/cards/009/characters/041-winnie-the-pooh-hunny-wizard.i18n.ts","translated"
"set9-042","tsl","ci_5eN","set9","42","character","Peter Pan's Shadow","Not Sewn On","Rush
Evasive
TIPTOE Your other characters with Rush gain Evasive.","","src/cards/009/characters/042-peter-pans-shadow-not-sewn-on.i18n.ts","translated"
"set9-043","aJd","ci_4Pf","set9","43","character","Elsa","Spirit of Winter","Shift 6 {I}
DEEP FREEZE When you play this character, exert up to 2 chosen characters. They can't ready at the start of their next turn.","Ice is stronger than you may think.","src/cards/009/characters/043-elsa-spirit-of-winter.i18n.ts","translated"
"set9-044","JPS","ci_JPS","set9","44","character","Ursula","Voice Stealer","SING FOR ME When you play this character, exert chosen opposing ready character. Then, you may play a song with cost equal to or less than the exerted character's cost for free.","","src/cards/009/characters/044-ursula-voice-stealer.i18n.ts","translated"
"set9-045","JlP","ci_hTe","set9","45","character","Dumbo","Ninth Wonder of the Universe","Evasive
BREAKING RECORDS {E}, 1 {I} — Draw a card and gain 1 lore.
MAKING HISTORY Your other characters with Evasive gain ""{E}, 1 {I} — Draw a card and gain 1 lore.""","","src/cards/009/characters/045-dumbo-ninth-wonder-of-the-universe.i18n.ts","translated"
"set9-046","nnC","ci_Lu3","set9","46","character","Dumbo","The Flying Elephant","Evasive
AERIAL DUO When you play this character, chosen character gains Evasive until the start of your next turn.","","src/cards/009/characters/046-dumbo-the-flying-elephant.i18n.ts","translated"
"set9-047","WXB","ci_WXB","set9","47","character","Timothy Q. Mouse","Flight Instructor","LET'S SHOW 'EM, DUMBO! While you have a character with Evasive in play, this character gets +1 {L}.","Stick with me, kid, and we’ll fly all the way to the top!","src/cards/009/characters/047-timothy-q-mouse-flight-instructor.i18n.ts","translated"
"set9-048","in4","ci_in4","set9","48","character","Elsa","Gloves Off","Challenger +3 (While challenging, this character gets +3 {S})","The power of ice may not stop the flood, but it will help protect Lorcana.","src/cards/009/characters/048-elsa-gloves-off.i18n.ts","translated"
"set9-049","Ajn","ci_AlR","set9","49","character","Kuzco","Wanted Llama","OK, WHERE AM I? When this character is banished, you may draw a card.","So there I was. Perfectly in control of the situation.","src/cards/009/characters/049-kuzco-wanted-llama.i18n.ts","translated"
"set9-050","PQe","ci_UpL","set9","50","character","Tick-Tock","Ever-Present Pursuer","Evasive","That cursed beast liked the taste of me so well he’s followed me ever since.... —Captain Hook","src/cards/009/characters/050-tick-tock-ever-present-pursuer.i18n.ts","translated"
"set9-051","DXU","ci_xFh","set9","51","character","Dolores Madrigal","Easy Listener","MAGICAL INFORMANT When you play this character, if an opponent has an exerted character in play, you may draw a card.","","src/cards/009/characters/051-dolores-madrigal-easy-listener.i18n.ts","translated"
"set9-052","0Hp","ci_GAc","set9","52","character","Camilo Madrigal","Prankster","MANY FORMS At the start of your turn, you may choose one:
- This character gets +1 {L} this turn.
- This character gains Challenger +2 this turn.","","src/cards/009/characters/052-camilo-madrigal-prankster.i18n.ts","translated"
"set9-053","05X","ci_77P","set9","53","character","Elsa","Snow Queen","FREEZE {E} — Exert chosen opposing character.","Recreated by magical ink, Elsa found herself in an entirely new world. Fortunately, ice works the same way everywhere.","src/cards/009/characters/053-elsa-snow-queen.i18n.ts","translated"
"set9-054","HaG","ci_pLA","set9","54","character","Genie","Supportive Friend","THREE WISHES Whenever this character quests, you may shuffle this card into your deck to draw 3 cards.","Right here, direct from the lamp, right here for your very much wish fulfillment.","src/cards/009/characters/054-genie-supportive-friend.i18n.ts","translated"
"set9-055","5Zo","ci_fZN","set9","55","character","Olaf","Friendly Snowman","undefined","I’m Olaf and I like warm hugs!","src/cards/009/characters/055-olaf-friendly-snowman.i18n.ts","translated"
"set9-056","Psw","ci_Nok","set9","56","character","Sven","Official Ice Deliverer","undefined","Reindeer comin’ through! —Kristoff","src/cards/009/characters/056-sven-official-ice-deliverer.i18n.ts","translated"
"set9-057","Z92","ci_7n1","set9","57","character","Mama Odie","Voice of Wisdom","LISTEN TO YOUR MAMA NOW Whenever this character quests, you may move up to 2 damage counters from chosen character to chosen opposing character.","That’s the way to give it what it needs, Juju!","src/cards/009/characters/057-mama-odie-voice-of-wisdom.i18n.ts","translated"
"set9-058","XN7","ci_tVH","set9","58","character","Luisa Madrigal","Magically Strong One","Rush","This rock? No problem. Go get that prophecy, hermana!","src/cards/009/characters/058-luisa-madrigal-magically-strong-one.i18n.ts","translated"
"set9-059","ts1","ci_oLk","set9","59","character","Jafar","Lamp Thief","I AM YOUR MASTER NOW When you play this character, look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.","I will rule as far as the eye can see.","src/cards/009/characters/059-jafar-lamp-thief.i18n.ts","translated"
"set9-060","6o5","ci_oGQ","set9","60","action","Second Star to the Right","","Sing Together 10 (Any number of your or your teammates' characters with total cost 10 or more may {E} to sing this song for free.)
Chosen player draws 5 cards.","Lead us to the land we dream of","src/cards/009/actions/060-second-star-to-the-right.i18n.ts","translated"
"set9-061","oDB","ci_smr","set9","61","action","Poor Unfortunate Souls","","Return chosen character, item, or location with cost 2 or less to their player's hand.","In pain, in need","src/cards/009/actions/061-poor-unfortunate-souls.i18n.ts","translated"
"set9-062","SZ5","ci_04M","set9","62","action","Last-Ditch Effort","","Exert chosen opposing character. Chosen character of yours gains Challenger +2 this turn. (They get +2 {S} while challenging.)","I got your back.","src/cards/009/actions/062-last-ditch-effort.i18n.ts","translated"
"set9-063","8jB","ci_KhI","set9","63","action","I'm Stuck!","","Chosen exerted character can't ready at the start of their next turn.","Oh, bother—not again.","src/cards/009/actions/063-im-stuck.i18n.ts","translated"
"set9-064","sHD","ci_sHD","set9","64","item","The Magic Feather","","NOW YOU CAN FLY! When you play this item, choose a character of yours. While this item is in play, that character gains Evasive.
GROUNDED 3 {I} — Return this item to your hand.","","src/cards/009/items/064-the-magic-feather.i18n.ts","translated"
"set9-065","sKY","ci_dDL","set9","65","item","Magic Mirror","","SPEAK! {E}, 4 {I} — Draw a card.","What wouldst thou know, my Queen?","src/cards/009/items/065-magic-mirror.i18n.ts","translated"
"set9-066","9zJ","ci_lFD","set9","66","item","White Rabbit’s Pocket Watch","","\I'm Late!\ {E}, 1 {I} — Chosen character gains Rush this turn. (They can challenge the turn they're played.)","No wonder you’re late. Why, this watch is exactly two days slow. —The Mad Hatter","src/cards/009/items/066-white-rabbits-pocket-watch.i18n.ts","translated"
"set9-067","SA9","ci_bo3","set9","67","item","Rose Lantern","","MYSTICAL PETALS {E}, 2 {I} — Move 1 damage counter from chosen character to chosen opposing character.","The transformed rose made short work of the Beast’s wound. But even the gentlest magic comes at a cost.","src/cards/009/items/067-rose-lantern.i18n.ts","translated"
"set9-068","ep2","ci_Onk","set9","68","location","Casa Madrigal","Casita","OUR HOME At the start of your turn, if you have a character here, gain 1 lore.","","src/cards/009/locations/068-casa-madrigal-casita.i18n.ts","translated"
"set9-069","2TN","ci_2TN","set9","69","character","Kuzco","Temperamental Emperor","Ward
NO TOUCHY! When this character is challenged and banished, you may banish the challenging character.","I asked for emerald and that is clearly jade! What is wrong with you people?","src/cards/009/characters/069-kuzco-temperamental-emperor.i18n.ts","translated"
"set9-070","je3","ci_kTq","set9","70","character","Robin Hood","Daydreamer","undefined","Some days, it's nice to let the river do the running.","src/cards/009/characters/070-robin-hood-daydreamer.i18n.ts","translated"
"set9-071","bL7","ci_8Dp","set9","71","character","Cursed Merfolk","Ursula's Handiwork","POOR SOULS Whenever this character is challenged, each opponent chooses and discards a card.","Now it's happened once or twice, someone couldn't pay the price... —Ursula","src/cards/009/characters/071-cursed-merfolk-ursulas-handiwork.i18n.ts","translated"
"set9-072","OUz","ci_eM1","set9","72","character","Prince Phillip","Warden of the Woods","SHINING BEACON Your other Hero characters gain Ward.","He stands ready to protect his friends from any threat.","src/cards/009/characters/072-prince-phillip-warden-of-the-woods.i18n.ts","translated"
"set9-073","VnP","ci_UBa","set9","73","character","Prince Phillip","Vanquisher of Foes","Shift 6 {I}
Evasive
SWIFT AND SURE When you play this character, banish all opposing damaged characters.","","src/cards/009/characters/073-prince-phillip-vanquisher-of-foes.i18n.ts","translated"
"set9-074","RnM","ci_uui","set9","74","character","Goofy","Set for Adventure","FAMILY VACATION Once during your turn, whenever this character moves to a location, you may move one of your other characters to that location for free. If you do, draw a card.","","src/cards/009/characters/074-goofy-set-for-adventure.i18n.ts","translated"
"set9-075","A7j","ci_A7j","set9","75","character","Max Goof","Rebellious Teen","PERSONAL SOUNDTRACK When you play this character, you may pay 1 {I} to return a song card with cost 3 or less from your discard to your hand.","Fast board, cool tunes—what more could you want?","src/cards/009/characters/075-max-goof-rebellious-teen.i18n.ts","translated"
"set9-076","kAd","ci_jXl","set9","76","character","Genie","Of the Lamp","Evasive
LET'S MAKE SOME MAGIC While this character is exerted, your other characters get +2 {S}.","","src/cards/009/characters/076-genie-of-the-lamp.i18n.ts","translated"
"set9-077","sHr","ci_DrO","set9","77","character","Max Goof","Chart Topper","Shift 4 {I}
NUMBER ONE HIT Whenever this character quests, you may play a song card with cost 4 or less from your discard for free, then put it on the bottom of your deck instead of into your discard.","","src/cards/009/characters/077-max-goof-chart-topper.i18n.ts","translated"
"set9-078","3V0","ci_3V0","set9","78","character","Bobby Zimuruski","Spray Cheese Kid","SO CHEESY When you play this character, you may draw a card, then choose and discard a card.","It's the Leaning Tower of Cheese-a.","src/cards/009/characters/078-bobby-zimuruski-spray-cheese-kid.i18n.ts","translated"
"set9-079","kWU","ci_QjA","set9","79","character","Megara","Pulling the Strings","WONDER BOY When you play this character, chosen character gets +2 {S} this turn.","A deal’s a deal. But falling in love was never supposed to be part of it.","src/cards/009/characters/079-megara-pulling-the-strings.i18n.ts","translated"
"set9-080","ii9","ci_5sX","set9","80","character","Mickey Mouse","Steamboat Pilot","undefined","On rivers throughout the Inklands, the little steamboat's whistle answers the cheery tunes of its pilot.","src/cards/009/characters/080-mickey-mouse-steamboat-pilot.i18n.ts","translated"
"set9-081","mBV","ci_pH4","set9","81","character","Enchantress","Unexpected Judge","TRUE FORM While being challenged, this character gets +2 {S}.","Appearances can be deceiving.","src/cards/009/characters/081-enchantress-unexpected-judge.i18n.ts","translated"
"set9-082","FMD","ci_N3z","set9","82","character","Virana","Fang Chief","undefined","I must make the hard decisions to protect my daughter, especially in this unfamiliar world.","src/cards/009/characters/082-virana-fang-chief.i18n.ts","translated"
"set9-083","JNo","ci_P3k","set9","83","character","Donald Duck","Sleepwalker","STARTLED AWAKE Whenever you play an action, this character gets +2 {S} this turn.","Heading toward a rude awakening!","src/cards/009/characters/083-donald-duck-sleepwalker.i18n.ts","translated"
"set9-084","f2D","ci_Sj7","set9","84","character","Pegasus","Gift for Hercules","Evasive","His name is Pegasus. And he’s all yours.... —Zeus","src/cards/009/characters/084-pegasus-gift-for-hercules.i18n.ts","translated"
"set9-085","ASG","ci_rpq","set9","85","character","Donald Duck","Perfect Gentleman","Shift 3 {I}
ALLOW ME At the start of your turn, each player may draw a card.","","src/cards/009/characters/085-donald-duck-perfect-gentleman.i18n.ts","translated"
"set9-086","vj7","ci_Vh7","set9","86","character","Heihei","Bumbling Rooster","FATTEN YOU UP When you play this character, if an opponent has more cards in their inkwell than you, you may put the top card of your deck into your inkwell facedown and exerted.","","src/cards/009/characters/086-heihei-bumbling-rooster.i18n.ts","translated"
"set9-087","iig","ci_VGS","set9","87","character","Shenzi","Hyena Pack Leader","I'LL HANDLE THIS While this character is at a location, she gets +3 {S}.
WHAT'S THE HURRY? While this character is at a location, whenever she challenges another character, you may draw a card.","Why not stick around for dinner?","src/cards/009/characters/087-shenzi-hyena-pack-leader.i18n.ts","translated"
"set9-088","nWR","ci_yDh","set9","88","character","Tinker Bell","Most Helpful","Evasive
PIXIE DUST When you play this character, chosen character gains Evasive this turn.","","src/cards/009/characters/088-tinker-bell-most-helpful.i18n.ts","translated"
"set9-089","wHT","ci_Jdb","set9","89","character","John Silver","Alien Pirate","PICK YOUR FIGHTS When you play this character and whenever he quests, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)","Don't be too put off by this. . . hunk of hardware.","src/cards/009/characters/089-john-silver-alien-pirate.i18n.ts","translated"
"set9-090","Y9v","ci_Y9v","set9","90","character","Ursula","Deceiver","YOU'LL NEVER EVEN MISS IT When you play this character, chosen opponent reveals their hand and discards a song card of your choice.","","src/cards/009/characters/090-ursula-deceiver.i18n.ts","translated"
"set9-091","XJp","ci_8Mj","set9","91","character","Wildcat","Mechanic","Evasive
DISASSEMBLE {E} — Banish chosen item.","I can take <anything> apart in under five minutes!","src/cards/009/characters/091-wildcat-mechanic.i18n.ts","translated"
"set9-092","f7a","ci_D8z","set9","92","character","Aladdin","Prince Ali","Ward","Fabulously wealthy. Practically untouchable. Genuinely inauthentic.","src/cards/009/characters/092-aladdin-prince-ali.i18n.ts","translated"
"set9-093","XTD","ci_BEH","set9","93","character","Daisy Duck","Secret Agent","THWART Whenever this character quests, each opponent chooses and discards a card.","","src/cards/009/characters/093-daisy-duck-secret-agent.i18n.ts","translated"
"set9-094","uY9","ci_h90","set9","94","action","Stand Out","","Chosen character gets +3 {S} and gains Evasive until the start of your next turn.","","src/cards/009/actions/094-stand-out.i18n.ts","translated"
"set9-095","p2W","ci_72X","set9","95","action","Sudden Chill","","Each opponent chooses and discards a card.","Cruella De Vil, Cruella De Vil If she doesn't scare you, no evil thing will","src/cards/009/actions/095-sudden-chill.i18n.ts","translated"
"set9-096","cEJ","ci_nRj","set9","96","action","Improvise","","Chosen character gets +1 {S} this turn. Draw a card.","Shan-Yu: It looks like you’re out of ideas. Mulan: Not quite!","src/cards/009/actions/096-improvise.i18n.ts","translated"
"set9-097","NMh","ci_BAQ","set9","97","action","Under the Sea","","Sing Together 8 (Any number of your or your teammates' characters with total cost 8 or more may {E} to sing this song for free.)
Put all opposing characters with 2 {S} or less on the bottom of their players' decks in any order.","Such wonderful things surround you","src/cards/009/actions/097-under-the-sea.i18n.ts","translated"
"set9-098","qSX","ci_SBd","set9","98","action","Make the Potion","","Choose one: • Banish chosen item. • Deal 2 damage to chosen damaged character.","","src/cards/009/actions/098-make-the-potion.i18n.ts","translated"
"set9-099","HMM","ci_12N","set9","99","action","Mother Knows Best","","Return chosen character to their player's hand.","One way or another Something will go wrong, I swear","src/cards/009/actions/099-mother-knows-best.i18n.ts","translated"
"set9-100","jDl","ci_jDl","set9","100","item","Family Fishing Pole","","WATCH CLOSELY This item enters play exerted.
THE PERFECT CAST {E}, 1 {I}, Banish this item — Return chosen exerted character of yours to your hand to gain 2 lore.","","src/cards/009/items/100-family-fishing-pole.i18n.ts","translated"
"set9-101","kgf","ci_yKQ","set9","101","item","Signed Contract","","FINE PRINT Whenever an opponent plays a song, you may draw a card.","I would <love> to help you, of course, but there’s the little matter of the contract... —Ursula","src/cards/009/items/101-signed-contract.i18n.ts","translated"
"set9-102","ibf","ci_Of3","set9","102","location","Hidden Cove","Tranquil Haven","REVITALIZING WATERS Characters get +1 {S} and +1 {W} while here.","Flounder, this is perfect! I can’t wait to explore it. —Ariel","src/cards/009/locations/102-hidden-cove-tranquil-haven.i18n.ts","translated"
"set9-103","Kra","ci_KDb","set9","103","character","LeFou","Instigator","FAN THE FLAMES When you play this character, ready chosen character. They can't quest for the rest of this turn.","All a mob needs is a push in the wrong direction.","src/cards/009/characters/103-lefou-instigator.i18n.ts","translated"
"set9-104","Fkl","ci_68m","set9","104","character","Shere Khan","Menacing Predator","DON'T INSULT MY INTELLIGENCE Whenever one of your characters challenges another character, gain 1 lore.","The sixth Rule of Villainy: Keep your mind sharp and your claws sharper.","src/cards/009/characters/104-shere-khan-menacing-predator.i18n.ts","translated"
"set9-105","sli","ci_WFz","set9","105","character","Simba","Scrappy Cub","undefined","He’ll join the hunt for lore after he’s had a quick snack.","src/cards/009/characters/105-simba-scrappy-cub.i18n.ts","translated"
"set9-106","d3j","ci_8fJ","set9","106","character","Maui","Whale","THIS MISSION IS CURSED This character can't ready at the start of your turn.
I GOT YOUR BACK 2 {I} — Ready this character. He can't quest for the rest of this turn.","Always ready to make a splash.","src/cards/009/characters/106-maui-whale.i18n.ts","translated"
"set9-107","bQQ","ci_6BB","set9","107","character","Ariel","Adventurous Collector","Evasive INSPIRING VOICE Whenever you play a song, chosen character of yours gains Evasive until the start of your next turn.","Shipwrecks are great places to find lore—and hide from sharks!","src/cards/009/characters/107-ariel-adventurous-collector.i18n.ts","translated"
"set9-108","wO7","ci_C6t","set9","108","character","Maleficent","Monstrous Dragon","DRAGON FIRE When you play this character, you may banish chosen character.","The ninth Rule of Villainy: When all else fails, turn into a dragon.","src/cards/009/characters/108-maleficent-monstrous-dragon.i18n.ts","translated"
